ano,banco,banco_name,brand_companies_cnpjnumber,brand_companies_name,brand_companies_urlcomplementarylist,businessaccount_additionalinfo,businessaccount_incomerate_prepaidpaymentaccount,businessaccount_incomerate_savingaccount,businessaccount_openingclosingchannels,businessaccount_transactionmethods,mes,price_currency,price_customers_rate,price_interval,price_value,service_chargingtriggerinfo,service_code,service_maximum_currency,service_maximum_value,service_minimum_currency,service_minimum_value,service_name,termsconditions_closingprocessinfo,termsconditions_elegibilitycriteriainfo,termsconditions_minimumbalance_currency,termsconditions_minimumbalance_value
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.000000,4_FAIXA_VALOR,0.000000,CONTRATO,SAQUE_CONTA_DEPOSITO_A_VISTA_POUPANCA_PRESENCIAL_OU_PESSOAL,BRL,2.950000,BRL,2.950000,SAQUE_CONTA_DEPOSITO_A_VISTA_POUPANCA_PRESENCIAL_OU_PESSOAL,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.000000,4_FAIXA_VALOR,0.000000,CONTRATO,TRANSFERENCIA_DOC_PESSOAL_OU_PRESENCIAL,BRL,21.950001,BRL,21.950001,TRANSFERENCIA_DOC_PESSOAL_OU_PRESENCIAL,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.000172,3_FAIXA_VALOR,5.400000,CONTRATO,FORNECIMENTO_2_VIA_CARTAO_FUNCAO_DEBITO,BRL,8.100000,BRL,0.000000,FORNECIMENTO_2_VIA_CARTAO_FUNCAO_DEBITO,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.000305,3_FAIXA_VALOR,32.670000,CONTRATO,EXCLUSAO_CADASTRO_EMITENTES_CHEQUES_SEM_FUNDO_CCF,BRL,51.700001,BRL,6.820000,EXCLUSAO_CADASTRO_EMITENTES_CHEQUES_SEM_FUNDO_CCF,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.000898,2_FAIXA_VALOR,5.280000,CONTRATO,TRANSFERENCIA_DOC_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,BRL,11.050000,BRL,0.000000,TRANSFERENCIA_DOC_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.000915,1_FAIXA_VALOR,6.820000,CONTRATO,EXCLUSAO_CADASTRO_EMITENTES_CHEQUES_SEM_FUNDO_CCF,BRL,51.700001,BRL,6.820000,EXCLUSAO_CADASTRO_EMITENTES_CHEQUES_SEM_FUNDO_CCF,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.001078,3_FAIXA_VALOR,6.601667,CONTRATO,TRANSFERENCIA_DOC_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,BRL,11.050000,BRL,0.000000,TRANSFERENCIA_DOC_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.001145,3_FAIXA_VALOR,14.633334,CONTRATO,TRANSFERENCIA_TED_PESSOAL_OU_PRESENCIAL,BRL,21.950001,BRL,0.000000,TRANSFERENCIA_TED_PESSOAL_OU_PRESENCIAL,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.001220,2_FAIXA_VALOR,28.077500,CONTRATO,EXCLUSAO_CADASTRO_EMITENTES_CHEQUES_SEM_FUNDO_CCF,BRL,51.700001,BRL,6.820000,EXCLUSAO_CADASTRO_EMITENTES_CHEQUES_SEM_FUNDO_CCF,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.001714,3_FAIXA_VALOR,1.233333,CONTRATO,FORNECIMENTO_FOLHAS_CHEQUE,BRL,1.850000,BRL,0.000000,FORNECIMENTO_FOLHAS_CHEQUE,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.002369,1_FAIXA_VALOR,2.350000,CONTRATO,SAQUE_CONTA_DEPOSITO_A_VISTA_POUPANCA_TERMINAL_AUTOATENDIMENTO,BRL,2.600000,BRL,2.350000,SAQUE_CONTA_DEPOSITO_A_VISTA_POUPANCA_TERMINAL_AUTOATENDIMENTO,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.003964,2_FAIXA_VALOR,10.000000,CONTRATO,TRANSFERENCIA_TED_PESSOAL_OU_PRESENCIAL,BRL,21.950001,BRL,0.000000,TRANSFERENCIA_TED_PESSOAL_OU_PRESENCIAL,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.005131,3_FAIXA_VALOR,7.290000,CONTRATO,TRANSFERENCIA_TED_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,BRL,11.050000,BRL,0.000000,TRANSFERENCIA_TED_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.005667,2_FAIXA_VALOR,5.100000,CONTRATO,TRANSFERENCIA_TED_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,BRL,11.050000,BRL,0.000000,TRANSFERENCIA_TED_TERMINAL_AUTOATENDIMENTO_OUTROS_MEIOS_ELETRONICOS,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.007086,2_FAIXA_VALOR,0.925000,CONTRATO,FORNECIMENTO_FOLHAS_CHEQUE,BRL,1.850000,BRL,0.000000,FORNECIMENTO_FOLHAS_CHEQUE,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.008937,1_FAIXA_VALOR,0.000000,CONTRATO,CONTRA_ORDEM_REVOGACAO_E_OPOSICAO_OU_SUSTACAO_PAGAMENTO_CHEQUE,BRL,14.150000,BRL,0.000000,CONTRA_ORDEM_REVOGACAO_E_OPOSICAO_OU_SUSTACAO_PAGAMENTO_CHEQUE,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.011228,3_FAIXA_VALOR,4.211004,CONTRATO,DEPOSITO_IDENTIFICADO,BRL,6.950000,BRL,0.000000,DEPOSITO_IDENTIFICADO,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.012346,1_FAIXA_VALOR,0.000000,CONTRATO,FORNECIMENTO_COPIA_MICROFILME_MICROFICHA_ASSEMELHADO,BRL,8.050000,BRL,0.000000,FORNECIMENTO_COPIA_MICROFILME_MICROFICHA_ASSEMELHADO,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
2021,banco-bradesco,Banco Bradesco,60746948000112,Banco Bradesco S.A.,https://banco.bradesco/html/classic/index.shtm,PARCEIROS DO BANCO,NA,NA,"[DEPENDENCIAS_PROPRIAS, MOBILE_BANKING]","[MOVIMENTACAO_CHEQUE, MOVIMENTACAO_ELETRONICA, MOVIMENTACAO_CARTAO, MOVIMENTACAO_PRESENCIAL]",2,BRL,0.012361,1_FAIXA_VALOR,0.000000,CONTRATO,FORNECIMENTO_2_VIA_CARTAO_FUNCAO_DEBITO,BRL,8.100000,BRL,0.000000,FORNECIMENTO_2_VIA_CARTAO_FUNCAO_DEBITO,https://banco.bradesco/html/classic/produtos-servicos/tipos-de-conta/index.shtm,"Para Click Conta: de 0 a 17 anos para a abertura | Para a Universitária: a partir de 16 anos (não tem idade máxima) | Para a Conta Corrente e Conta Fácil, a idade mínima é de 18 anos",BRL,0.00
